,Question,Right_Answer,Grade,Number,Responses,Number of Question,label
679, ماهي وظيفة برنامج راصد لوحة المفاتيح؟, تسجيل جميع ضغطات المفاتيح  وبالتالي كل كلمات المرور المدخلة على الكمبيوتر و أرقام البطاقات الائتمانية لغرض السرقة كما يستعمل أيضا لإثبات الهوية كقياس حيوي سلوكي .,3.0,[37],يعمل على رصد ضربات لوحة المفاتيح من اجل سرقة كلمات المرور,16,1
680, ماهي وظيفة برنامج راصد لوحة المفاتيح؟, تسجيل جميع ضغطات المفاتيح  وبالتالي كل كلمات المرور المدخلة على الكمبيوتر و أرقام البطاقات الائتمانية لغرض السرقة كما يستعمل أيضا لإثبات الهوية كقياس حيوي سلوكي .,2.25,[38],تفكيك كلمات السر والشفرات الخاصة بالمستخدمين,16,0
681, ماهي وظيفة برنامج راصد لوحة المفاتيح؟, تسجيل جميع ضغطات المفاتيح  وبالتالي كل كلمات المرور المدخلة على الكمبيوتر و أرقام البطاقات الائتمانية لغرض السرقة كما يستعمل أيضا لإثبات الهوية كقياس حيوي سلوكي .,2.75,[39],قراءة ضغوطات لوحة المفاتيح للمستخدمين من اجل الكشف عن كلمة السر,16,1
682, ماهي وظيفة برنامج راصد لوحة المفاتيح؟, تسجيل جميع ضغطات المفاتيح  وبالتالي كل كلمات المرور المدخلة على الكمبيوتر و أرقام البطاقات الائتمانية لغرض السرقة كما يستعمل أيضا لإثبات الهوية كقياس حيوي سلوكي .,3.0,[40],برنامج يقوم على مبدا تسجيل ضربات المستخدم على لوحة المفاتيح، يستخدم غالبا من اجل التعرف على كلمة المرور (لسرقة كلمة المرور) لاشخاص اخرين,16,1
683, ماهي وظيفة برنامج راصد لوحة المفاتيح؟, تسجيل جميع ضغطات المفاتيح  وبالتالي كل كلمات المرور المدخلة على الكمبيوتر و أرقام البطاقات الائتمانية لغرض السرقة كما يستعمل أيضا لإثبات الهوية كقياس حيوي سلوكي .,1.75,[41],الاطلاع على كل ما يدخله المستخدم باستعمال لوحة المفاتيح,16,0
684, ماهي وظيفة برنامج راصد لوحة المفاتيح؟, تسجيل جميع ضغطات المفاتيح  وبالتالي كل كلمات المرور المدخلة على الكمبيوتر و أرقام البطاقات الائتمانية لغرض السرقة كما يستعمل أيضا لإثبات الهوية كقياس حيوي سلوكي .,3.0,[42],رصد المفاتيح المضغوطة من طرف المستخدم من اجل استخراج كلمات المرور و اسماء المستخدم الحساسة و ارسالها الى المخترق,16,1
685, ماهي وظيفة برنامج راصد لوحة المفاتيح؟, تسجيل جميع ضغطات المفاتيح  وبالتالي كل كلمات المرور المدخلة على الكمبيوتر و أرقام البطاقات الائتمانية لغرض السرقة كما يستعمل أيضا لإثبات الهوية كقياس حيوي سلوكي .,3.0,[43],برنامج يثبت على اجهزة الحاسب يمكن من  ارسال رمز المفتاح عند الضغط عليه للمخترقين فيسهل عليهم الحصول على كلمات السر و كذا رموز البطاقات الائتمانية و المصرفية,16,1
686, ماهي وظيفة برنامج راصد لوحة المفاتيح؟, تسجيل جميع ضغطات المفاتيح  وبالتالي كل كلمات المرور المدخلة على الكمبيوتر و أرقام البطاقات الائتمانية لغرض السرقة كما يستعمل أيضا لإثبات الهوية كقياس حيوي سلوكي .,2.0,[44],يسجل كل ضربات لوحة المفاتيح و يرسلها المخترق عبر بريد الإلكتروني مثلا,16,0
687, ماهي وظيفة برنامج راصد لوحة المفاتيح؟, تسجيل جميع ضغطات المفاتيح  وبالتالي كل كلمات المرور المدخلة على الكمبيوتر و أرقام البطاقات الائتمانية لغرض السرقة كما يستعمل أيضا لإثبات الهوية كقياس حيوي سلوكي .,2.25,[45],التجسس على جهاز معين برصد حركة المفاتيح و سرعة الضربة و تسجيل ما يقوم بكتابته الجهاز و ارساله للمخترق حتى يحصل على المعلومات,16,0
688, ماهي وظيفة برنامج راصد لوحة المفاتيح؟, تسجيل جميع ضغطات المفاتيح  وبالتالي كل كلمات المرور المدخلة على الكمبيوتر و أرقام البطاقات الائتمانية لغرض السرقة كما يستعمل أيضا لإثبات الهوية كقياس حيوي سلوكي .,3.0,[46],يرصد الضغطات على ازرار لوعة المفاتيح فيتمكن من خلال هذا ان يعرف ارقام بطاقات الائتمان و كلمات المرور,16,1
689, ماهي وظيفة برنامج راصد لوحة المفاتيح؟, تسجيل جميع ضغطات المفاتيح  وبالتالي كل كلمات المرور المدخلة على الكمبيوتر و أرقام البطاقات الائتمانية لغرض السرقة كما يستعمل أيضا لإثبات الهوية كقياس حيوي سلوكي .,3.0,[47],تسجيل نقرات لوحة المفاتيح لانتقال المعلومات الى المخترق بطريقة اوتوماتيكية مما يسمح له بسرقة الكلمات السرية المعلومات الشخصية للمستخدم,16,1
690, ماهي وظيفة برنامج راصد لوحة المفاتيح؟, تسجيل جميع ضغطات المفاتيح  وبالتالي كل كلمات المرور المدخلة على الكمبيوتر و أرقام البطاقات الائتمانية لغرض السرقة كما يستعمل أيضا لإثبات الهوية كقياس حيوي سلوكي .,2.5,[48],سرقة المعلومات او كلمات السر من الضحايا من خلال ما يكتبونه بلوحة المفاتيح,16,1
691, ماهي وظيفة برنامج راصد لوحة المفاتيح؟, تسجيل جميع ضغطات المفاتيح  وبالتالي كل كلمات المرور المدخلة على الكمبيوتر و أرقام البطاقات الائتمانية لغرض السرقة كما يستعمل أيضا لإثبات الهوية كقياس حيوي سلوكي .,3.25,[49],تسجيل التوقيع و النقر عل لوحة المفاتيح للحصول على المعلومات الشخصية ككلمة المرور مثلا,16,1
692, ماهي وظيفة برنامج راصد لوحة المفاتيح؟, تسجيل جميع ضغطات المفاتيح  وبالتالي كل كلمات المرور المدخلة على الكمبيوتر و أرقام البطاقات الائتمانية لغرض السرقة كما يستعمل أيضا لإثبات الهوية كقياس حيوي سلوكي .,3.0,[50],تسجيل ضغطات على لوحة المفاتيح و بالتالي ارسال المعلومات اوتوماتيكيا الى المخترقين و منها معرفة واختراق الارقام السرية,16,1
